Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping_Delay,Profit_Margin,Revenue_per_Unit,Profit_per_Unit,Discounted_Price,Log_Sales,Log_Profit,Sales_Prop_by_Category,Order_Year,Order_Month,Order_Weekday
11,CA-2014-115812,2014-06-09,2014-06-14,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,1706.1840000000002,9,0.2,85.3091999999998,5,0.04999999999999988,189.57600000000002,9.478799999999978,1364.9472000000003,7.442600508432343,4.457936197274229,0.0022994399874600615,2014,6,Monday
12,CA-2014-115812,2014-06-09,2014-06-14,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,911.424,4,0.2,68.35680000000002,5,0.07500000000000002,227.856,17.089200000000005,729.1392000000001,6.816104794316803,4.239264195306484,0.0010900192596451901,2014,6,Monday
13,CA-2017-114412,2017-04-15,2017-04-20,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Concord,North Carolina,28027,South,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,15.552000000000003,3,0.2,5.4432,5,0.3499999999999999,5.184000000000001,1.8144,12.441600000000003,2.806506940443242,1.8630253111150528,2.1628626929649857e-05,2017,4,Saturday
14,CA-2016-161389,2016-12-05,2016-12-10,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,407.97600000000006,3,0.2,132.59219999999993,5,0.3249999999999998,135.99200000000002,44.19739999999998,326.3808000000001,6.013656474614479,4.8947918761646445,0.0005673843042856757,2016,12,Monday
15,US-2015-118983,2015-11-22,2015-11-26,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.80999999999999,5,0.8,-123.858,4,-1.8000000000000003,13.761999999999997,-24.7716,13.761999999999995,4.24577726598231,,9.569610461864751e-05,2015,11,Sunday
16,US-2015-118983,2015-11-22,2015-11-26,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,2.5439999999999996,3,0.8,-3.8160000000000016,4,-1.5000000000000009,0.8479999999999999,-1.2720000000000005,0.5087999999999998,1.2652560327428344,,3.5380161335538336e-06,2015,11,Sunday
17,CA-2014-105893,2014-11-11,2014-11-18,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",665.88,6,0.0,13.317599999999999,7,0.019999999999999997,110.98,2.2196,665.88,6.502610119684893,2.6614895497210616,0.0009260590342023691,2014,11,Tuesday
18,CA-2014-167164,2014-05-13,2014-05-15,Second Class,AG-10270,Alejandro Grove,Consumer,United States,West Jordan,Utah,84084,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,55.5,2,0.0,9.989999999999995,2,0.1799999999999999,27.75,4.994999999999997,55.5,4.034240638152395,2.3969857684155293,7.718549347965322e-05,2014,5,Tuesday
19,CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,8.56,2,0.0,2.4823999999999993,5,0.2899999999999999,4.28,1.2411999999999996,8.56,2.25758772706331,1.2477217112559504,1.1904645480825794e-05,2014,8,Wednesday
20,CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10001949,Technology,Phones,Cisco SPA 501G IP Phone,213.48000000000002,3,0.2,16.01099999999998,5,0.0749999999999999,71.16000000000001,5.3369999999999935,170.78400000000002,5.368216493927704,2.833860193627445,0.0002553118104735614,2014,8,Wednesday
21,CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,4,0.2,7.383999999999999,5,0.32499999999999996,5.68,1.8459999999999996,18.176,3.1663185741295248,2.1263251275786863,3.159737679022921e-05,2014,8,Wednesday
22,CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318,19.459999999999997,7,0.0,5.0596,4,0.26,2.78,0.7228,19.459999999999997,3.01847176052348,1.8016437913020313,2.7063598254307233e-05,2016,12,Friday
23,CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.339999999999996,7,0.0,15.688400000000001,4,0.26000000000000006,8.62,2.2412,60.339999999999996,4.116432158686106,2.8147138672904286,8.391662480292388e-05,2016,12,Friday
24,US-2017-156909,2017-07-16,2017-07-18,Second Class,SF-20065,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",71.37199999999999,2,0.3,-1.0196000000000005,2,-0.014285714285714296,35.68599999999999,-0.5098000000000003,49.960399999999986,4.28181948425685,,9.618870578143943e-05,2017,7,Sunday
25,CA-2015-106320,2015-09-25,2015-09-30,Standard Class,EB-13870,Emily Burns,Consumer,United States,Orem,Utah,84057,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.6299999999999,3,0.0,240.2649,5,0.23000000000000004,348.21,80.0883,1044.6299999999999,6.952374853558705,5.485895499969954,0.0014078575312512622,2015,9,Friday
26,CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,11.648000000000001,2,0.2,4.2224,4,0.3625,5.824000000000001,2.1112,9.318400000000002,2.537499099907171,1.652957066347596,1.6199218523441457e-05,2016,1,Saturday
27,CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57000000000001,3,0.0,11.774100000000004,4,0.13000000000000003,30.19,3.9247000000000014,90.57000000000001,4.517103707119641,2.5474196835101965,0.00010831736310001151,2016,1,Saturday
28,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.4300000000003,7,0.5,-1665.0522,4,-0.5399999999999999,440.49000000000007,-237.86460000000002,1541.7150000000001,8.034122154276439,,0.004155567184157147,2015,9,Thursday
29,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9.618000000000002,2,0.7,-7.0532,4,-0.7333333333333332,4.809000000000001,-3.5266,2.885400000000001,2.36255067416148,,1.3376037410582069e-05,2015,9,Thursday
30,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.20000000000002,3,0.2,15.524999999999991,4,0.12499999999999992,41.400000000000006,5.174999999999997,99.36000000000001,4.829912458665999,2.8048743857377496,0.00016738549092157684,2015,9,Thursday
31,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.2640000000000002,2,0.2,1.1015999999999997,4,0.33749999999999986,1.6320000000000001,0.5507999999999998,2.6112,1.4502076868635434,0.742698959389193,4.539341454370957e-06,2015,9,Thursday
32,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,0.2,9.709199999999989,4,0.11249999999999986,14.384,1.618199999999998,69.0432,4.4693962808107885,2.3711031851244457,0.00012002552845527913,2015,9,Thursday
33,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858000000000001,6,0.7,-5.715,4,-0.8333333333333331,1.1430000000000002,-0.9525,2.057400000000001,2.0615321211362683,,9.537623680783097e-06,2015,9,Thursday
34,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,15.76,2,0.2,3.5460000000000007,4,0.22500000000000006,7.88,1.7730000000000004,12.608,2.818995095053937,1.5142477254303517,2.1917898688997023e-05,2015,9,Thursday
35,CA-2017-107727,2017-10-19,2017-10-23,Second Class,MA-17560,Matt Abelman,Home Office,United States,Houston,Texas,77095,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,29.472,3,0.2,9.946799999999998,4,0.3374999999999999,9.824,3.3155999999999994,23.577600000000004,3.416808229176303,2.3930471761099046,4.098758313211423e-05,2017,10,Thursday
36,CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,1097.5440000000003,7,0.2,123.4736999999999,2,0.11249999999999986,156.79200000000006,17.639099999999985,878.0352000000003,7.001740945642436,4.824094448609478,0.0013126098262806565,2016,12,Thursday
37,CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5,0.6,-147.96300000000002,2,-0.7750000000000001,38.184,-29.592600000000004,76.368,5.257078618531439,,0.00025730465319442387,2016,12,Thursday
38,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,9,0.2,35.415,4,0.3125,12.592,3.935,90.6624,4.739071510179493,3.5949807776698783,0.00015760860549661514,2015,12,Sunday
39,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3,0.32,-46.97640000000001,4,-0.08823529411764709,177.4664,-15.658800000000005,362.03145599999993,6.279270111934266,,0.0007175193354126791,2015,12,Sunday
40,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,3,0.3,-15.146999999999991,4,-0.0714285714285714,70.68599999999999,-5.048999999999997,148.4406,5.361564429111865,,0.0002857925316734922,2015,12,Sunday
41,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,4,0.2,41.75639999999996,4,0.11249999999999988,92.792,10.43909999999999,296.93440000000004,5.919345365229957,3.7555188917800426,0.0004438990728398484,2015,12,Sunday
42,CA-2017-120999,2017-09-10,2017-09-15,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,147.168,4,0.2,16.556399999999996,5,0.11249999999999998,36.792,4.139099999999999,117.73440000000001,4.998346765120501,2.8654185557997414,0.00017600584843438768,2017,9,Sunday
43,CA-2016-101343,2016-07-17,2016-07-22,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0.0,3.8939999999999912,5,0.04999999999999989,38.94,1.9469999999999956,77.88,4.36792771029438,1.5880099650204782,0.00010831002220171879,2016,7,Sunday
44,CA-2017-139619,2017-09-19,2017-09-23,Standard Class,ES-14080,Erin Smith,Corporate,United States,Melbourne,Florida,32935,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2,0.2,9.56160000000001,4,0.1000000000000001,47.808,4.780800000000005,76.4928,4.570744358973074,2.35722478195237,0.00013297600260451392,2017,9,Tuesday
45,CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,0.0,19.7714,2,0.43000000000000005,22.99,9.8857,45.98,3.8497219792307664,3.0335770405273412,5.498986811679947e-05,2016,3,Friday
46,CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0.0,8.206199999999999,2,0.4699999999999999,8.73,4.1030999999999995,17.46,2.9156062290747062,2.2198771701210473,2.428213902981523e-05,2016,3,Friday
47,CA-2014-146703,2014-10-20,2014-10-25,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,8.478399999999993,5,0.039999999999999966,52.99,2.1195999999999984,211.96,5.361104354646802,2.2490155256512874,0.000294779048611663,2014,10,Monday
48,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,3,0.0,4.950000000000001,5,0.11000000000000003,15.0,1.6500000000000004,45.0,3.828641396489095,1.7833912195575385,5.381783526002558e-05,2016,6,Monday
49,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0.0,6.104000000000001,5,0.28,10.9,3.0520000000000005,21.8,3.126760535960395,1.960658005689869,2.607175130374573e-05,2016,6,Monday
50,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,0.0,17.9634,4,0.47000000000000003,6.37,2.9939,38.22,3.6691868207682004,2.9425108056446034,5.315368578004227e-05,2015,4,Saturday
51,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.17999999999999,6,0.0,35.334599999999995,4,0.47,12.53,5.889099999999999,75.17999999999999,4.3330989610504576,3.5927704553386763,0.00010455505224865457,2015,4,Saturday
52,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568,4,0.48,3.08,1.4784,6.16,1.9685099809725544,1.3754356177850147,8.301889082744872e-06,2015,4,Saturday
53,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,17.098099999999988,4,0.1899999999999999,89.99,17.098099999999988,89.99,4.5107496103686,2.8958069603861034,0.00012128035690847581,2015,4,Saturday
54,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.260000000000002,7,0.0,6.256600000000001,6,0.41,2.18,0.8938,15.260000000000002,2.7887081041196646,1.9819113995816215,2.1222533882874024e-05,2016,12,Sunday
55,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0.0,298.6855,6,0.29,205.99,59.7371,1029.95,6.938235986235724,5.702733591437136,0.001231770653912519,2016,12,Sunday
56,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0.0,52.139999999999986,1,0.24999999999999994,34.76,8.689999999999998,208.56,5.345010094540019,3.9729299403316674,0.0002900505679300266,2016,6,Friday
57,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.400000000000006,5,0.0,15.552000000000001,1,0.48,6.480000000000001,3.1104000000000003,32.400000000000006,3.508555899982655,2.806506940443242,4.505963943677054e-05,2016,6,Friday
58,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,7.098000000000006,1,0.02222222222222224,63.882000000000005,1.4196000000000013,287.46900000000005,5.769601425693419,2.09161711760997,0.0004304718168700552,2016,6,Friday
59,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,6.9888,1,0.48,7.28,3.4944,14.56,2.7447035187502458,2.0780405607642076,2.024902315430182e-05,2016,6,Friday
60,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0,2,0.0,3.3000000000000007,1,0.11000000000000003,15.0,1.6500000000000004,30.0,3.4339872044851463,1.458615022699517,3.587855684001706e-05,2016,6,Friday
61,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.480000000000004,4,0.2,16.362,1,0.3374999999999999,12.120000000000001,4.0905,38.784000000000006,3.9015685475242874,2.8542839099696162,6.742257160168628e-05,2016,6,Friday
62,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.0,0.84,1,0.5,1.68,0.84,1.68,0.9858167945227653,0.6097655716208943,2.3364257485732867e-06,2016,6,Friday
63,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,6.151200000000001,6,0.44000000000000006,6.99,3.0756000000000006,13.98,2.7067159780890733,1.9672801747915059,1.671940748744795e-05,2015,11,Tuesday
64,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,9.3612,6,0.3625,4.304,1.5602,20.659200000000002,3.2892970091639273,2.3380680602393773,3.591420150664081e-05,2015,11,Tuesday
65,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73,3,0.0,68.9631,6,0.47000000000000003,48.91,22.9877,146.73,4.9953862833335165,4.247967960203574,0.00020406175600485614,2015,11,Tuesday
66,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0.0,22.332800000000006,6,0.2800000000000001,19.94,5.5832000000000015,79.76,4.391481793444637,3.149860095977164,0.00010749329111034595,2015,11,Tuesday
67,US-2015-164175,2015-04-30,2015-05-05,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.11499999999998,5,0.3,-15.22250000000001,5,-0.07142857142857148,42.623,-3.044500000000002,149.18049999999997,5.36651325386079,,0.0002872170603683723,2015,4,Thursday
68,CA-2014-106376,2014-12-05,2014-12-10,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.0240000000001,8,0.2,111.30239999999998,5,0.09999999999999996,139.12800000000001,13.912799999999997,890.4192000000002,7.015733964240798,4.721195232842837,0.0015479154359404966,2014,12,Friday
